,publisher_name,publisher_id
4923,Blue Hen,4923
4924,Albury Publishing,4924
4925,Sundance Publishing,4925
4926,Enslow Publishers,4926
4927,Betterway Publications,4927
4928,RazorBlade Press,4928
4929,EdiÃ§Ãµes Asa,4929
4930,Dove Christian Books,4930
4931,MacMillan,4931
4932,Simon &amp; Pierre,4932
4933,Kabel Verlag,4933
4934,Mercier Press,4934
4935,Abacus Press,4935
4936,Macmillan Children's Books,4936
4937,Available in the US from General Distribution Services,4937
4938,Muska &amp; Lipman/Premier-Trade,4938
4939,A J K Publishing,4939
4940,Guilford Pr,4940
4941,Muddy Gap Press,4941
4942,Ergon,4942
4943,Reclam-Verlag,4943
4944,Ehrenwirth Verlag,4944
4945,Lucent Books,4945
4946,Fairmount Books Ltd Remainders,4946
4947,Baltimore Sun,4947
4948,Knowledge House Publishers,4948
4949,distributed in the U.S. by Scribner,4949
4950,Paddleless Press,4950
4951,Multnomah Publishers,4951
4952,Virtualbookworm.com Publishing,4952
4953,Protea Publishing Company,4953
4954,Faber Faber Ltd,4954
4955,Copernicus Books,4955
4956,MacMillan UK,4956
4957,British Broadcasting Corp,4957
4958,Citadel,4958
4959,A. &amp; C. Black,4959
4960,Longman Schools Division (a Pearson Education company),4960
4961,Directory of Social Change,4961
4962,Heinemann/Octopus,4962
4963,James Nisbet &amp; Co Ltd,4963
4964,Publications Ltd,4964
4965,Awe-Struck,4965
4966,CricketSong Books,4966
4967,American Education Publishing,4967
4968,Canvasback Press,4968
4969,Review and Herald Publishing,4969
4970,Sheridan House Inc,4970
4971,Plexus Publishing (UK),4971
4972,Dover Pubns Inc,4972
4973,Blume,4973
4974,Xulon Press,4974
4975,Key Porter Books Ltd,4975
4976,Sky Books (NY),4976
4977,Timken Publishers,4977
4978,Nature of Wellness,4978
4979,SUN Australia,4979
4980,"Inner Everests, Incorporated",4980
4981,Andrews and McMeel,4981
4982,Seaview Books,4982
4983,Univ of Toronto Pr (S),4983
4984,A &amp; C Black (Publishers) Ltd,4984
4985,Wacaro Productions,4985
4986,World Media Inst,4986
4987,Distributed by Everest House,4987
4988,Everest House,4988
4989,Lester Pub,4989
4990,UBC Press,4990
4991,Studio 9 Books &amp; Music,4991
4992,General Pub. Co,4992
4993,Munsey Music,4993
4994,McGraw-Hill Ryerson Ltd,4994
4995,Krause Pubns,4995
4996,Gage Educational Publishing Company,4996
4997,Dog's Bark Publishing,4997
4998,Bad Dog Pr,4998
4999,Center for Touch Drawing,4999
5000,Musson Book Co,5000
5001,Butterworth Pub Ltd,5001
5002,Castelvecchi,5002
5003,Dupuis,5003
5004,Duck Editions,5004
5005,Corgi Childrens,5005
5006,Prinny World Press,5006
5007,Tachyon Publications,5007
5008,McPhee Gribble,5008
5009,Albatross Books,5009
5010,Michelin Travel Publications,5010
5011,Lexis Law Publishing (Va),5011
5012,Living Skills Press,5012
5013,Picasso Pubns Inc,5013
5014,Tango 2,5014
5015,Hilliard &amp; Harris Publishers,5015
5016,Sage Publications,5016
5017,Orion Pr,5017
5018,Open Hand Pub.,5018
5019,Padma Publishing,5019
5020,Penguin Books Canada Ltd,5020
5021,Hammer,5021
5022,Ullstein Buchverlage GmbH &amp; Co.KG / Ullstein Tasc,5022
5023,Hugendubel,5023
5024,Fireside Theatre,5024
5025,Leyland Publications,5025
5026,Macmillan Education,5026
5027,Edicions Bromera,5027
5028,Reed Tr Ito,5028
5029,Methuen Children,5029
5030,Garland Publishing,5030
5031,BFI Publishing,5031
5032,Mo'Media,5032
5033,Nick Hern Books,5033
5034,Access Press,5034
5035,Womens Work Pr Llc,5035
5036,Dick Sleeper Distribution,5036
5037,Prion Books,5037
5038,Engage Publishing,5038
5039,Marcel Dekker,5039
5040,Teachers College Press,5040
5041,Wilshire Publications,5041
5042,Spring Books,5042
5043,Thor Publishing Company,5043
5044,Van Patten Publishing,5044
5045,Fox Chapel Publishing Company,5045
5046,Mitra Publications,5046
5047,Weidenfeld Nicolson Illustrated,5047
5048,Images from the Past,5048
5049,New Life Foundation,5049
5050,Mandeville Press,5050
5051,Hats Off Books,5051
5052,New Century Press,5052
5053,Integral Yoga Publications,5053
5054,Humanics Ltd Partners,5054
5055,Age d'homme,5055
5056,Belfond,5056
5057,Bay to Bay Distribution,5057
5058,Distributed by Ten Speed Press,5058
5059,Weathervane Books,5059
5060,Phantom Press,5060
5061,Pineapple Press (FL),5061
5062,Whittle Communication,5062
5063,William Caxton Limited,5063
5064,J'ai Lu,5064
5065,Blue Eagle Press,5065
5066,Taylor Communications,5066
5067,"Coppenrath, MÃ?Â¼nster",5067
5068,deep cleveland press,5068
5069,Bottom Dog Press,5069
5070,Farben Grupo Editorial Norma,5070
5071,Marion Street Press,5071
5072,Collins [for] the Crime Club,5072
5073,Kluwer Academic Pub,5073
5074,Berkley Pub. Corp. : distributed by Putnam,5074
5075,Bruo,5075
5076,White Oak Press,5076
5077,Prinnyworld Press,5077
5078,Natl Wildlife Federation,5078
5079,American Correctional Association,5079
5080,Shrine of the Eternal Breath of Tao,5080
5081,Seven Star Communications,5081
5082,Sevenstar Communications,5082
5083,Shrine of Eternal Breath of Tao College of Ta,5083
5084,Woodland Publications,5084
5085,Dalkey Archive Pr,5085
5086,New Holland,5086
5087,Quartet Books Ltd,5087
5088,China Books &amp; Periodicals Inc.,5088
5089,Billboard Publications,5089
5090,Universal Sales Marketing,5090
5091,Editions d'Acadie,5091
5092,Lancaster Books,5092
5093,Aidc,5093
5094,White Wolf Publishing,5094
5095,Kingfisher Books,5095
5096,Pallas Athene Publishers,5096
5097,Health Press (NM),5097
5098,Cornelsen,5098
5099,Black Lace,5099
5100,Dove Books Audio,5100
5101,Penguin Children's Audiobooks,5101
5102,Lantern Books,5102
5103,Senate Books,5103
5104,P. Tisseyre,5104
5105,Edition Stemmle,5105
5106,Knopf; [distributed by Random House],5106
5107,Bluejay,5107
5108,General Paperbacks,5108
5109,MacLaurin Institute,5109
5110,Virago Press Limited,5110
5111,Frances Lincoln,5111
5112,L'Olivier,5112
5113,R. Marek Publishers,5113
5114,Harper Collins,5114
5115,HarperCollins ;,5115
5116,Hounslow Press,5116
5117,Lester Orpen Dennys,5117
5118,Eyre Methuen,5118
5119,Alan Sutton Publ Ltd,5119
5120,Distributed in the trade by Van Nostrand Reinhold,5120
5121,La Galera,5121
5122,Hanser Gardner Publications,5122
5123,Casagrande,5123
5124,David Bateman Ltd,5124
5125,British Columbia Provincial Museum,5125
5126,Imagination Studio,5126
5127,Foulsham,5127
5128,Morgan &amp; Morgan,5128
5129,Summer Wild Productions,5129
5130,Houghton Mifflin Co (Jp),5130
5131,Casterman Editions,5131
5132,Carlsen Verlag Gmbh,5132
5133,Leap Frog,5133
5134,Transworld Publishers Limited,5134
5135,Greystone Books,5135
5136,Coffee Time Pubns,5136
5137,Century Hutchinson (A Division of Random House Group),5137
5138,Stanford Univ Pr,5138
5139,Beaufort Books,5139
5140,Graphic Arts Center Publishing,5140
5141,Univ of Washington Pr,5141
5142,Hancock House Publishing,5142
5143,Continuum,5143
5144,Thomasson Grant &amp; Howell,5144
5145,Insel Verlag Anton Kippenberg,5145
5146,Science Tech Pub,5146
5147,Rusconi,5147
5148,Athanor Books,5148
5149,Stillpoint Publishing,5149
5150,Chelsea Green Pub Co,5150
5151,Milena,5151
5152,Lied der Zeit,5152
5153,Kreuz Verlag,5153
5154,Ullstein Taschenbuch Verlag,5154
5155,Deutscher Taschenbuch Verein,5155
5156,West Group Publishing,5156
5157,Djambatan,5157
5158,Turtleback,5158
5159,Rawson Associates,5159
5160,Multnomah Gifts,5160
5161,W.H. Allen,5161
5162,Penguin Group USA,5162
5163,McGraw-Hill Book Co,5163
5164,Beaufort Books Publishers,5164
5165,LA Leche League Intl,5165
5166,William Heinemann Ltd(england,5166
5167,New Holland Publishers (NZ),5167
5168,Optimum Pub Intl,5168
5169,Allen and Unwin,5169
5170,Gregg Pr,5170
5171,"Overeaters Anonymous, Incorporated",5171
5172,Chain Sales,5172
5173,Deodand Publishing,5173
5174,Gifford,5174
5175,McPhee Gribble Publishers,5175
5176,Sybex Books,5176
5177,St Kitts Press,5177
5178,Greenwood Press Reprint,5178
5179,WinePress Publishing,5179
5180,Morning Glory Press (CA),5180
5181,Author's Choice Press,5181
5182,Avalon Books,5182
5183,End Run Publishing,5183
5184,Beacham Publishing Corporation,5184
5185,Lumina Press,5185
5186,American Bible Society,5186
5187,Heinle,5187
5188,Austin &amp; Winfield Publishers,5188
5189,Hal Leonard Corporation,5189
5190,Scholastic Books,5190
5191,Caedmon,5191
5192,Byron Preiss,5192
5193,Hearst Books,5193
5194,Bookworld Services,5194
5195,Hermes 1,5195
5196,Art-Works!,5196
5197,Applause Books,5197
5198,Jugglebug,5198
5199,Drama Publishers,5199
5200,Neil Wilson Publishing,5200
5201,G. Schirmer,5201
5202,Dramaline Publications,5202
5203,Back in the Bronx,5203
5204,Waveland Pr Inc,5204
5205,Orbis,5205
5206,Rowohlt TB-V. Rnb.,5206
5207,Campus Sachbuch,5207
5208,Bookbooters.com,5208
5209,Talman Co,5209
5210,"Publications International, Ltd.",5210
5211,Beltz &amp; Gelberg,5211
5212,Mosaic Press (NY),5212
5213,Ellora's Cave,5213
5214,Karl-May-Verlag,5214
5215,Harri Deutsch,5215
5216,"J.G. Cotta'sche, Buchhandlung Nachfolger GmbH",5216
5217,Venus Book Club of Bookspan,5217
5218,St. Martin's,5218
5219,Blessings Unlimited,5219
5220,Bantam Press,5220
5221,Jossey-Bass/Pfeiffer,5221
5222,Writers' Collective,5222
5223,Angel Gate,5223
5224,I.C. Entertainment,5224
5225,Chelsea House Pub (L),5225
5226,Quarry Pr,5226
5227,Published by the University of Toronto Press for the Conservation Authorities of Ontario,5227
5228,New York Public Library,5228
5229,BowTie Press,5229
5230,Mayflower Pr,5230
5231,Another Pair of Shoes Press,5231
5232,Valley of the Sun Publishing,5232
5233,"Combel Ediciones Editorial Esin, S.A.",5233
5234,Gnomon Press,5234
5235,Tusquets Spanish,5235
5236,Latin American Literary Review Press,5236
5237,Prometheus,5237
5238,Alfred van der Marck Editions,5238
5239,Fisher,5239
5240,Verlag am Goetheanum,5240
5241,Pls Check Notes Field,5241
5242,Lyons Group Incorporated,5242
5243,Reed International Books,5243
5244,Zimbabwe Pub. House,5244
5245,Intervarsity Press,5245
5246,Vintage Contemporaries,5246
5247,Ronin Publishing (CA),5247
5248,Booksurge Llc,5248
5249,Story House Corp,5249
5250,Peter Smith Publisher Inc,5250
5251,Wipf &amp; Stock Publishers,5251
5252,Kiwe Publishing,5252
5253,Gold Leaf Press (WA),5253
5254,Romarin Ltd,5254
5255,Mosaik Verlag GmbH,5255
5256,Bertelsmann,5256
5257,Mit Pr,5257
5258,Professional Press,5258
5259,Queenship Pub Co,5259
5260,Kent State University Press,5260
5261,New Holland Publishers Pty Ltd (AUS),5261
5262,Dork Storm Press,5262
5263,Summit Publishing Group,5263
5264,Carolrhoda Books,5264
5265,GMCI Books,5265
5266,Pss!/Price Stern Sloan,5266
5267,Gray &amp; Company Publishers,5267
5268,Sail Books,5268
5269,Blue Horizons Press,5269
5270,Just My Best,5270
5271,Green Books,5271
5272,Smyth &amp; Helwys Publishing,5272
5273,Bobbs-Merrill,5273
5274,American Radio Relay League,5274
5275,Amer Radio Relay League,5275
5276,"Bibliographisches Institut, Mannheim",5276
5277,Local History Co.,5277
5278,British Museum Press,5278
5279,Charles Scribner's Sons,5279
5280,Victoria &amp; Albert Museum,5280
5281,Bench Press,5281
5282,Silver Lining,5282
5283,Phobos Books,5283
5284,World Heritage Publishing Inc,5284
5285,Moondog Press,5285
5286,Golden Sufi Center,5286
5287,Adams Pub Co,5287
5288,Aqua Quest Publications,5288
5289,Weatherhill,5289
5290,Findhorn Press,5290
5291,Triquarterly Books,5291
5292,Shaw,5292
5293,Osho International Foundation,5293
5294,Museum of New Mexico Press,5294
5295,Magnum Photos Inc,5295
5296,Avalon Travel Publishing,5296
5297,Reader's Digest Young Families,5297
5298,Fog City Press,5298
5299,City Miner Books,5299
5300,Epic Comics,5300
5301,Arcadia Publishing,5301
5302,Penury Press,5302
5303,Random House UK Distribution,5303
5304,Top Publications,5304
5305,Perseverance Press,5305
5306,Kleworks Publishing Company,5306
5307,Babelfish Press,5307
5308,Barnes &amp; Noble Publishing,5308
5309,Silver Whistle,5309
5310,Barry Long Books,5310
5311,Navarre Corp,5311
5312,Paper Tiger Books,5312
5313,Impact Publications,5313
5314,Dk Publishing*inc,5314
5315,Capital Books (VA),5315
5316,Bob Adams Inc. Publishers,5316
5317,Sandlapper Publishing,5317
5318,Other Press,5318
5319,Common Courage Press,5319
5320,Sanguinaria Publishing,5320
5321,Sanguinaria Pub,5321
5322,Tyndale Audio,5322
5323,DIANE Publishing Company,5323
5324,Lerner Pubns Co,5324
5325,Foreign Affairs,5325
5326,Texas A &amp; M Univ Pr,5326
5327,Collins Voyager,5327
5328,Wizarding World Press,5328
5329,IAS Training,5329
5330,On Cape Publications,5330
5331,Triangle Books,5331
5332,Tangerine Press,5332
5333,The Paper Journey Press,5333
5334,Praeger Paperback,5334
5335,Skyline Press,5335
5336,Conran Octopus,5336
5337,Bonnier,5337
5338,Bonniers,5338
5339,RabÃ©n &amp; Prisma,5339
5340,Pushcart Press,5340
5341,Univ of Oklahoma Pr,5341
5342,"North Dakota State University, Institute for",5342
5343,Pine Forge Press,5343
5344,Oldcastle Books,5344
5345,Down Home Press,5345
5346,Boy Scouts of America,5346
5347,"Writer, Inc.",5347
5348,Incentive Publications,5348
5349,Eggman Publishing,5349
5350,Bedford Books of St. Martin's Press,5350
5351,Rails to Trails Conservancy,5351
5352,Civitas Book Publisher,5352
5353,Nickel Press,5353
5354,National Book Network Nbn,5354
5355,Marshall Cavendish Corp,5355
5356,Rowohlt Berlin Verlag Gmbh,5356
5357,Plaza &amp; Janes,5357
5358,Chronimed Publishing,5358
5359,Rotbuch-Verlag,5359
5360,Traveler's Tales,5360
5361,Muppet Press/Golden Book,5361
5362,TLC Publishing (VA),5362
5363,Biblioteca de Bolsillo,5363
5364,Incipit Editores,5364
5365,MIBS Publishing,5365
5366,Balans,5366
5367,Gorgias Press,5367
5368,Trailer Life Publications,5368
5369,Games Workshop,5369
5370,Breakout Productions Inc,5370
5371,Harbinger Press,5371
5372,Pegasus Elliot MacKenzie,5372
5373,Coutinho,5373
5374,Britnell Book Wholesalers,5374
5375,"Penguin Books, in association with M. Secker &amp; Warburg",5375
5376,In de Toren,5376
5377,Le Cherche Midi,5377
5378,C.F. MÃ¼ller,5378
5379,Scholastic Book Service,5379
5380,Eastend Books,5380
5381,Orbit,5381
5382,Cormorant Books,5382
5383,Editions Labor,5383
5384,Mercury Press,5384
5385,Victory Publishing Company Inc,5385
5386,"Laurel &amp; Herbert, Incorporated",5386
5387,Adams Publishing,5387
5388,Hoffman und Campe,5388
5389,McFarland &amp; Co Inc Pub,5389
5390,Ageless Pr,5390
5391,Yggdrasil Computing Inc,5391
5392,Troll Assoc,5392
5393,Hylen Pub,5393
5394,Panther Press (TN),5394
5395,Riverside Book Company,5395
5396,Sterling Publishers (CT),5396
5397,Winter Pubns,5397
5398,Pluto Press Ltd,5398
5399,International Thomson Publishing,5399
5400,Civitas,5400
5401,Banned Books,5401
5402,Secker &amp; Warburg Ltd,5402
5403,"Einaudi Scuola, Elemond Divisione Scuola",5403
5404,School of Tommorrow,5404
5405,Garborg's Heart 'n Home,5405
5406,Living Truth Publishers,5406
5407,P &amp; P Enterprises,5407
5408,Allen A. Knoll Publishers,5408
5409,Wadsworth Inc. Co.,5409
5410,Remnant Publications,5410
5411,Summersdale Publishers,5411
5412,Sutton Pub Ltd,5412
5413,Writers Digest/see F&amp;w,5413
5414,Apogee Books,5414
5415,Chimera Publishing,5415
5416,"A. &amp; C. Black, Ltd.",5416
5417,Victoria University Press,5417
5418,Penguin Books (NZ) Ltd,5418
5419,Signature Books,5419
5420,"Midnight Books of Bethesda, MD",5420
5421,Starrhill Press,5421
5422,Science and Behavior Books,5422
5423,Baker Academic,5423
5424,World Service Office,5424
5425,TWIN STREAMS,5425
5426,Horizon Pub &amp; Dist Inc,5426
5427,Kregel Publications,5427
5428,Julian Press,5428
5429,Aa Publishing,5429
5430,Oxycise! International,5430
5431,Univ Pr of Colorado,5431
5432,Octopus,5432
5433,Bear Tribe Pub,5433
5434,Quick American Publishing Company,5434
5435,Dixon-Price Publishing,5435
5436,Circlet Pr,5436
5437,Ploughshares Books,5437
5438,Canyon Publishing,5438
5439,Arabesque,5439
5440,Runestone Press,5440
5441,Price/Stern/Sloan,5441
5442,Outdoor Life Books,5442
5443,Claassen,5443
5444,"Alan Sutton Publishing, Ltd.",5444
5445,Norwalk Press,5445
5446,DTP,5446
5447,Flying Cloud Publishing,5447
5448,Dafina Books,5448
5449,Scholastic Library Pub (P),5449
5450,Versus Books,5450
5451,Phyllis Fogelman Books,5451
5452,Ohio State Univ Pr,5452
5453,Old Cove Press,5453
5454,CDG Books Canada,5454
5455,Steerforth,5455
5456,Universal Publishers,5456
5457,Silver Spring Books,5457
5458,Weidenfeld &amp; Nicholson history,5458
5459,Brunswick Galaxy Press,5459
5460,Charles Tuttle Co.,5460
5461,Allworth Press,5461
5462,Wizards Attic Publishing Service,5462
5463,Green Ronin Publishing,5463
5464,Rosepubb.,5464
5465,Howard Publishing Company,5465
5466,O'Brien Press,5466
5467,Harlequin Books S.A,5467
5468,W.h. Smith And Son Publishers,5468
5469,Pinnacle Press,5469
5470,Down There Press,5470
5471,Institute for Research &amp; Education,5471
5472,Schiffer Pub Ltd,5472
5473,St Martins Pr (P),5473
5474,Mott Media (MI),5474
5475,Playmore/Waldman,5475
5476,Berkley Boulevard Books,5476
5477,Blue Heron Publishing,5477
5478,W. Heinemann Australia,5478
5479,John Murray General Publishing Division,5479
5480,H.M.S.O. for the Institute of Geological Sciences,5480
5481,Shire Publications,5481
5482,Robson Books,5482
5483,St. George Books,5483
5484,Bloodaxe Books Ltd,5484
5485,Wiliam Heinemann,5485
5486,Allen,5486
5487,The Quince Tree Press,5487
5488,distributed by Lippincott,5488
5489,Southern Methodist University Press,5489
5490,Exact Change,5490
5491,Arrow Books (A Division of Random House Group),5491
5492,Grub Street Publishing,5492
5493,B &amp; W Publishing,5493
5494,Hodder Stoughton,5494
5495,Duckworth Publishing,5495
5496,Top of the World Communications,5496
5497,G.K. Hall,5497
5498,Taplinger Pub. Co,5498
5499,Faithworks,5499
5500,TM Photography Inc.,5500
5501,North Country Books,5501
5502,ViVi Company,5502
5503,Discovery House Publishers,5503
5504,Plenum Medical Book Company,5504
5505,Dragon's World,5505
5506,Young Discovery Lib,5506
5507,W. H. Allen,5507
5508,"Dragon Press Publishing, Inc.",5508
5509,Greenwich House,5509
5510,Les Editions Du Pacifique,5510
5511,Brighid's Fire Books,5511
5512,Kokopelli Books,5512
5513,Laughing Owl Publishing,5513
5514,New South Wales Univ Pr Ltd,5514
5515,Lerner Pubns Co (L),5515
5516,Hale,5516
5517,Urachhaus,5517
5518,Omnibus Books,5518
5519,Monday Morning Books,5519
5520,Matthias Media,5520
5521,Scholastic Book Services,5521
5522,McGraw-Hill Children's Pub,5522
5523,Australian Government Publishing Service,5523
5524,Kangaroo Pr,5524
5525,Australia in Print,5525
5526,Paternoster Publishing,5526
5527,Holy Trinity Brompton / Alpha Resource,5527
5528,Spiral Pr,5528
5529,Prufrock Press,5529
5530,Great Potential Press,5530
5531,Angel's Work,5531
5532,Johnston Associates International,5532
5533,Yeong &amp; Yeong Book Company,5533
5534,Bay Island Books,5534
5535,Bonanza Publishing,5535
5536,Barrytown Limited,5536
5537,Station Hill Press,5537
5538,Source Publications,5538
5539,Honno,5539
5540,Martin Secker Warburg Ltd,5540
5541,Scholastic Canada,5541
5542,Triptyque,5542
5543,"Rodale Press, Book Division",5543
5544,Iwgia,5544
5545,Quadriga,5545
5546,EuropÃ?Â¤ische Verlagsanstalt (eva),5546
5547,Bruno Gmunder Verlag GmbH,5547
5548,Poolbeg,5548
5549,Hard Candy,5549
5550,Deutsche Verlags-Anstalt DVA,5550
5551,"Bertelsmann Verlag GmbH (Belletristik, Kinder- u. Jugendbuch) Sachbuch",5551
5552,RÃ?Â¼tten &amp; Loening,5552
5553,Seven Oaks Pr,5553
5554,Neighbors Publishing,5554
5555,"Soho Press, Inc.",5555
5556,Viking Children's Bks,5556
5557,Cake Eaters Inc,5557
5558,Merlin R. Carothers,5558
5559,Arco,5559
5560,"Dow Jones &amp; Company, Inc.",5560
5561,China Books &amp; Periodicals,5561
5562,Dovetail,5562
5563,Spring Arbor Distributors,5563
5564,Chick Pub,5564
5565,"TRS, Inc.",5565
5566,Sound And Vision Ltd,5566
5567,Pine Forest Pub.,5567
5568,"ViceconsejerÃ­a de Cultura y Deportes, Gobierno de Canarias",5568
5569,Phoenix,5569
5570,Seal Pr Feminist Pub,5570
5571,Seattle Art Museum,5571
5572,New Society Pub,5572
5573,Holt Associates,5573
5574,Fjord Pr,5574
5575,"Published for the Marine Historical Association, Mystic Seaport, by Wesleyan University Press",5575
5576,Executive Books,5576
5577,Harbinger House,5577
5578,Zonndervan/Hallmark Books,5578
5579,Vacation Spot Pub.,5579
5580,Wingbow Pr,5580
5581,Univ Of Ne Press,5581
5582,R. Rose Pub,5582
5583,Simcha Press,5583
5584,Impassio Press,5584
5585,Zondervan Pub. House.,5585
5586,Thames Hudson Inc,5586
5587,Simon &amp; Schuster UK,5587
5588,Port Town Publishing,5588
5589,Rebel Publishing (SD),5589
5590,Woodson House Publishing,5590
5591,Woodson House Pub,5591
5592,Clutter Fairy Publishing,5592
5593,"Adverbage, Ltd.",5593
5594,Port Town Pub,5594
5595,PuddleDancer Press,5595
5596,Kaye and Ward,5596
5597,Landoll Inc.,5597
5598,Gold Medal,5598
5599,Signal Hill Publications,5599
5600,Frog in Well,5600
5601,Reiman Publications,5601
5602,Roblin Press,5602
5603,"Schiffer Publishing, Ltd.",5603
5604,"Quantum Publishing, Ltd.",5604
5605,Antique Trader Books,5605
5606,Chapelle,5606
5607,National Home Gardening Club,5607
5608,Kalmbach Publishing Company,5608
5609,Scythian Books,5609
5610,Daniel &amp; Daniel Publishers,5610
5611,Villagemarket Publishing,5611
5612,Worldwide,5612
5613,Cambridge Univ Pr,5613
5614,Western Front Ltd,5614
5615,Space &amp; Time,5615
5616,Blake Pub,5616
5617,Seaside Publishing,5617
5618,Practicality Press,5618
5619,Foul Play Press,5619
5620,General Publishing Group,5620
5621,PBC International,5621
5622,Calmann-LÃ©vy,5622
5623,France Loisir,5623
5624,Shepherd Press,5624
5625,Integrity House,5625
5626,Heartsongs,5626
5627,Heart Quest,5627
5628,Piccadilly Books,5628
5629,Raincoast Book Distribution,5629
5630,American Psychological Association (APA),5630
5631,Homes for the Homeless Inc,5631
5632,Walt Disney,5632
5633,Jb Communication,5633
5634,Coachlight Press,5634
5635,Anton V. Publishing,5635
5636,Blue Sky Press,5636
5637,Sherbourne Press,5637
5638,Trumpet Club,5638
5639,Value Communications,5639
5640,Rand McNally,5640
5641,Adrenaline Books,5641
5642,Watermill Pr,5642
5643,Random House of Canada,5643
5644,Picture Me Books,5644
5645,Adams Hall Pub,5645
5646,"Kidsbooks, Inc.",5646
5647,Gareth Stevens Publishing,5647
5648,Automobile Club of Southern California,5648
5649,Over the Transom Pub Co,5649
5650,Stone Soup,5650
5651,Glimmer Train Pr Inc,5651
5652,Cane Hill Press,5652
5653,So There Books,5653
5654,CCH Incorporated,5654
5655,Peer Information Inc.,5655
5656,Fordham University Press,5656
5657,"World Publications, Inc. (MA)",5657
5658,booksoncomputer.com,5658
5659,Spectacle Lane Press,5659
5660,Design Image Group Inc.,5660
5661,Tudor Communications,5661
5662,Cobden Trust : MIND,5662
5663,David Ling Publishers,5663
5664,Rising Star Press,5664
5665,Amistad Press,5665
5666,Wing Books,5666
5667,Random House/Disney,5667
5668,Greenbook,5668
5669,B. Hastin,5669
5670,The New York Times/Callaway,5670
5671,United States Capitol,5671
5672,Dorling Kindersley/Oxford University Pre,5672
5673,Merck Publishing Group,5673
5674,Medical Economics Company,5674
5675,Oxford Press,5675
5676,Information USA,5676
5677,Quality Paper Back Book Club,5677
5678,Golden Books Adult Publishing,5678
5679,Meredith Corporation,5679
5680,Macmillan- USA,5680
5681,Parachute Publishing,5681
5682,Thomas More Association,5682
5683,Ntc/contemporary+publishing Co,5683
5684,Simon Shuster,5684
5685,Halo Press,5685
5686,Testament Books,5686
5687,Testament,5687
5688,Harper &amp; Collins,5688
5689,Center Point Large Print,5689
5690,BookSales Inc,5690
5691,Cricket Books,5691
5692,Nautical &amp; Aviation Publishing Company of Ame,5692
5693,Gaspereau Press,5693
5694,Dartmouth College,5694
5695,Knopf Canada,5695
5696,Univ of Iowa Pr,5696
5697,Triad Pub,5697
5698,Barnes and Noble,5698
5699,Simon &amp; Schuster Childrens Books,5699
5700,Elton-Wolf Publishing,5700
5701,Mvb BuchhÃ?Â¤ndler-Vereinigung,5701
5702,The Fiction Works,5702
5703,Atlantic Monthly Pr,5703
5704,North South Books,5704
5705,Mashiyach Press,5705
5706,Peggy Pinson,5706
5707,Currier-Davis Pub,5707
5708,Broadway Books (A Division of Bantam Doubleday Dell Publishing Group Inc),5708
5709,Schick Sun Classic Books,5709
5710,Sunshan Enterprises Inc,5710
5711,A Golden Book,5711
5712,"Lothrop, Lee and Shepard Books",5712
5713,Dorchester Publishing Co,5713
5714,Amer Reference Pub Co,5714
5715,University of North Texas Press,5715
5716,Watermark Pr,5716
5717,Dundurn Group,5717
5718,Nimbus Publishing (CN),5718
5719,Bantam/Seal,5719
5720,Just for Laughs Press,5720
5721,General Distribution@services,5721
5722,Whitcombe and Tombs,5722
5723,Canterbury University Press,5723
5724,Penguin Books (NZ),5724
5725,Lester &amp; Orpen Dennys,5725
5726,Contemporary Perspectives Inc.,5726
5727,Longman Paul,5727
5728,Reed Publishing (NZ) Ltd,5728
5729,Taylor &amp; Francis Books Ltd,5729
5730,101 Productions,5730
5731,John McIndoe Ltd,5731
5732,Godwit,5732
5733,Editorial Bruno,5733
5734,Ediciones Penthalon,5734
5735,Univ of Michigan Pr,5735
5736,"\Nauka\""""",5736
5737,"A Jove Book, Berkley Publishing",5737
5738,Starblaze Editions,5738
5739,Milady,5739
5740,G. Smith Publishers,5740
5741,Smith Veterinary Services,5741
5742,Prism Press,5742
5743,Corbaccio,5743
5744,Academy Editions (UK),5744
5745,Editions d'Organisation,5745
5746,Hors collection,5746
5747,Le Lombard,5747
5748,Malko - GÃ?Â©rard de Villiers,5748
5749,Syros,5749
5750,Syros la DÃ?Â©couverte,5750
5751,Mazarine,5751
5752,Editions Grasset &amp; Fasquelle,5752
5753,Watermark Press,5753
5754,Appletree Press (TX),5754
5755,JosÃ?Â© Corti,5755
5756,Merchant Book Company Limited,5756
5757,Bernard Grasset,5757
5758,Orion Books,5758
5759,"T J Publishers, Incorporated",5759
5760,Independent Publishers+group,5760
5761,Badboy,5761
5762,Northstone Publishing,5762
5763,Nelson Doubleday Inc,5763
5764,Daw Hardcover,5764
5765,"Cloud Ten Creations, Incorporated",5765
5766,Rodale,5766
5767,Penton Kids,5767
5768,Insight Publishing (CO),5768
5769,Health Valley Foods Company,5769
5770,Good Housekeeping Books,5770
5771,"Earth-Love Publishing House, Ltd.",5771
5772,Editions Internationales A. StankÃ©,5772
5773,National Academies Press,5773
5774,BQ,5774
5775,Scholastic Apple Paperbacks,5775
5776,Wingbow Press,5776
5777,Western Pub,5777
5778,Coriolis Technology Press,5778
5779,Brady Games,5779
5780,Dissertation.Com.,5780
5781,Unwin Books,5781
5782,"P-N Designs, Inc.",5782
5783,HarperLargePrint,5783
5784,Sure Shot Pub,5784
5785,Gentle World,5785
