,author_name,author_id
17567,Samuel Johnson,17567
17568,ROBERT FITZGERALD,17568
17569,T.S. Dorsch,17569
17570,Jonathan  Swift,17570
17571,Solomon M. Skolnick,17571
17572,Claudine Gandolfi,17572
17573,Rasheen Hewlett,17573
17574,Smallwood,17574
17575,Liesl Vazquez,17575
17576,Tara Ann McFadden,17576
17577,Ovid,17577
17578,Authur Schopenhauer,17578
17579,Danny Sugerman,17579
17580,Alexander Pope,17580
17581,Louis Vine,17581
17582,Suetonius,17582
17583,Websters,17583
17584,Jill Rindfuss,17584
17585,Christie Northrup,17585
17586,Joseph T. Straub,17586
17587,Carl S. Warren,17587
17588,Lottie L. Riekehof,17588
17589,H. Harvard Arnason,17589
17590,James Hufnagel,17590
17591,Marya Holcombe,17591
17592,Paul Nelson,17592
17593,Cynthia Kersey,17593
17594,Tony Alessandra,17594
17595,Jeffrey J. Mayer,17595
17596,Roger Leroy Miller,17596
17597,Cambell R. McConnell,17597
17598,Diane Phillips,17598
17599,Ilene L. Meckley,17599
17600,"Larry R., Col. Donnithorne",17600
17601,Hyler Bracey,17601
17602,Kenneth Blanchard,17602
17603,Traci Bild,17603
17604,William J. Bond,17604
17605,John C. Maxwell,17605
17606,Michael Johnstone,17606
17607,Mac Anderson,17607
17608,Lori Backer,17608
17609,Byrd Baggett,17609
17610,Joe Claro,17610
17611,Betty Cavanna,17611
17612,Joyce Cool,17612
17613,Ruth Wallace-Brodeur,17613
17614,Nancy J. Hopper,17614
17615,Gloria D. Miklowitz,17615
17616,Pamela Curtis Swallow,17616
17617,Mary Anderson,17617
17618,Susan Pearson,17618
17619,Berniece Freschet,17619
17620,Dick Gackenbach,17620
17621,O. Irene Sevrey Miner,17621
17622,Fernando Krahn,17622
17623,Ruth. Bornstein,17623
17624,William Wise,17624
17625,Elsa Posell,17625
17626,Karen Jacobsen,17626
17627,Illa Podendorf,17627
17628,Rosalie Seidler,17628
17629,Bonnie Bishop,17629
17630,Mary Deball Kwitz,17630
17631,Nancy Willard,17631
17632,Patricia Coombs,17632
17633,Betty Virginia Doyle. Boegehold,17633
17634,Annabelle Prager,17634
17635,Dorothy Van Woerkom,17635
17636,Isabel Langis Cusack,17636
17637,Virginia Kahl,17637
17638,C. S. Adler,17638
17639,Janice Boies,17639
17640,Tricia Springstubb,17640
17641,Andrea Warren,17641
17642,Constance C. Greene,17642
17643,Jane Carruth,17643
17644,Philippa Greene Mulford,17644
17645,Judith St. George,17645
17646,Anne Warren Smith,17646
17647,Winifred Morris,17647
17648,Rosa Guy,17648
17649,Charles M Schulz,17649
17650,Franz Brandenberg,17650
17651,Hila Colman,17651
17652,Marjorie Stover,17652
17653,Clyde Robert Bulla,17653
17654,Alan Coren,17654
17655,Richard. Kennedy,17655
17656,Richard Kennedy,17656
17657,Marian T Place,17657
17658,Eloise Jarvis McGraw,17658
17659,Michelle Gerbrandt,17659
17660,Betty Miles,17660
17661,Carol Snyder,17661
17662,William Arden,17662
17663,Glen Rounds,17663
17664,Clifford B. Hicks,17664
17665,Kevin D. Randle,17665
17666,Kate Coscarelli,17666
17667,Rona Randall,17667
17668,J.T. Richards,17668
17669,Jackie Weger,17669
17670,Eda Leshan,17670
17671,Readers Digest Association,17671
17672,Pauline Chatterton,17672
17673,James F. David,17673
17674,Kevin Dr. Leman,17674
17675,Sir Sydney Smith,17675
17676,Malcolm Whyte,17676
17677,Albert Wunsch,17677
17678,David Bowker,17678
17679,Lyn Siler,17679
17680,ANDREW MD WEIL,17680
17681,Lily King,17681
17682,Annette Motley,17682
17683,Pietro Metastasio,17683
17684,Charles W. Colson,17684
17685,Sheryl Kahn,17685
17686,Emily Perl Kingsley,17686
17687,David Anstey,17687
17688,John Pemberton,17688
17689,Frederick J. Streng,17689
17690,Stephen Dunn,17690
17691,William James,17691
17692,Harry E. Wedeck,17692
17693,Nicklaus Suino,17693
17694,Pat O'Shea,17694
17695,Yamamoto Tsunetomo,17695
17696,Wendy Palmer,17696
17697,Sonja Vegdahl Hur,17697
17698,James G. Frazer,17698
17699,Eugene Fitzmaurice,17699
17700,Vickie Bane,17700
17701,Gayle Buck,17701
17702,Catherine Dexter,17702
17703,Joseph Sherman,17703
17704,V.S. NAIPAUL,17704
17705,Linda Ziedrich,17705
17706,Susan Jane Gilman,17706
17707,William Butler Yeats,17707
17708,Ruth S. Noel,17708
17709,Siegfried Morenz,17709
17710,Anita Larsen,17710
17711,Erich Follath,17711
17712,Robert Wyatt,17712
17713,George Barris,17713
17714,SARAH STONE,17714
17715,Gena Dalton,17715
17716,Brenda Hiatt,17716
17717,Vicki L. Thompson,17717
17718,Patricia Keelyn,17718
17719,Judith Yoder,17719
17720,Quinn Wilder,17720
17721,Marta Perry,17721
17722,Felicia Mason,17722
17723,Rhonda Nelson,17723
17724,Doris Davidson,17724
17725,Roz Fox,17725
17726,Cynthia Thomason,17726
17727,W. Richard West,17727
17728,Jessica Hart,17728
17729,Kathie Denosky,17729
17730,Pam McCutcheon,17730
17731,Lee Williams,17731
17732,Theresa Gladden,17732
17733,Nancy Butler,17733
17734,Catherine Palmer,17734
17735,Melody Morgan,17735
17736,Gary Gygax,17736
17737,TSR Staff,17737
17738,Blake Mobley,17738
17739,Carol Brown,17739
17740,David A. Karp,17740
17741,Laurie  Blum,17741
17742,Amacom,17742
17743,Doug Stewart,17743
17744,"David \Zeb\"" Cook""",17744
17745,John Nephew,17745
17746,Anne Brown,17746
17747,Colin McComb,17747
17748,Tsr Op,17748
17749,Bruce Nesmith,17749
17750,Staff,17750
17751,Jeff Grubb,17751
17752,Dave Cook,17752
17753,John Terra,17753
17754,Nancy Berberick,17754
17755,Steve Winter,17755
17756,Michael Williams,17756
17757,Hilary H Milton,17757
17758,Julius Goodman,17758
17759,Charles G. Waugh,17759
17760,Linda Baker,17760
17761,Nancy Varian Berberick,17761
17762,Bud Smith,17762
17763,Jane Calabria,17763
17764,United Nations Environmental Programme,17764
17765,Carlos Lozano,17765
17766,John S. Marr,17766
17767,Joshua A. Wilson,17767
17768,Hubert Selby Jr.,17768
17769,John Richard Stephens,17769
17770,Christine Wicker,17770
17771,Helen Boyd,17771
17772,Matthew Costello,17772
17773,Thomas Sullivan,17773
17774,Dito Montiel,17774
17775,William M. Bass,17775
17776,Brandon Massey,17776
17777,Ron Potter-Efron,17777
17778,David Bowman,17778
17779,Anna Skinner,17779
17780,Francisco Jimenez,17780
17781,Duane Elgin,17781
17782,Baron Baptiste,17782
17783,Walter Isaacson,17783
17784,Billy Bean,17784
17785,CARRIE SCHWAB-POMERANTZ,17785
17786,Jack Brennan,17786
17787,Dean Ornish,17787
17788,Richard Florida,17788
17789,Frost,17789
17790,Karen Berger,17790
17791,F. Sionil Jose,17791
17792,Charles Nordhoff,17792
17793,Alan Ryan,17793
17794,Rand McNally and Company,17794
17795,Neil Howe,17795
17796,Andrew Weil,17796
17797,Layne Redmond,17797
17798,Lynne Russell,17798
17799,Bender Hy,17799
17800,Wim Coleman,17800
17801,Cliff Schimmels,17801
17802,Peter James,17802
17803,Patricia McCormick,17803
17804,Rosa Mashiter,17804
17805,David Liss,17805
17806,Georgene Weiner,17806
17807,C. N. Bean,17807
17808,Franny Billingsley,17808
17809,Peggy Christian,17809
17810,Sharlene Azam,17810
17811,Tanya Lloyd Kyi,17811
17812,Marion Douglas,17812
17813,Lee Maracle,17813
17814,Veronica Uribe,17814
17815,Mel Dagg,17815
17816,Nigel Slater,17816
17817,Anne Gay,17817
17818,Michael DiMercurio,17818
17819,Annie Lawson,17819
17820,Emmuska Orczy Orczy,17820
17821,Robert Chalmers,17821
17822,Barbara Berliner,17822
17823,Nikola Hahn,17823
17824,Abigail Padgett,17824
17825,Wilfried Erdmann,17825
17826,Lars Von Trier,17826
17827,Larry Baker,17827
17828,Eugene McEldowney,17828
17829,John Ronald Reuel Tolkien,17829
17830,Luke Rhinehart,17830
17831,Fay S Lapka,17831
17832,Amy Hest,17832
17833,STEPHEN KRENSKY,17833
17834,Scott Eller,17834
17835,Barbara Brooks Wallace,17835
17836,LENSEY NAMIOKA,17836
17837,Ellen Leroe,17837
17838,Sara H. Banks,17838
17839,Chris Crutcher,17839
17840,Maryann Easley,17840
17841,Sally R. Gary,17841
17842,J. Brenner,17842
17843,Countess of Romanones Aline,17843
17844,Becky Rutberg,17844
17845,BONNIE BRYANT,17845
17846,Lisa Norby,17846
17847,Barbara Bickmore,17847
17848,Nancy Bond,17848
17849,Yvonne MacGrory,17849
17850,Eda LeShan,17850
17851,Carol Landau,17851
17852,REGINALD ARKELL,17852
17853,Michael Phillips,17853
17854,Barbara Milo Ohrbach,17854
17855,Steve Chapman,17855
17856,Jean Webster,17856
17857,Melissa Etheridge,17857
17858,Nan Fry,17858
17859,Harrison Gradwell Slater,17859
17860,B. Christian Zimmermann,17860
17861,Martin Mayer,17861
17862,Burt Richards,17862
17863,Karyn Hay,17863
17864,Steven Katz,17864
17865,Ron Richards,17865
17866,Michael Rabiger,17866
17867,Stella Duffy,17867
17868,Bohumil Hrabal,17868
17869,Eloise McGraw,17869
17870,Phoebe Stone,17870
17871,Katherine Milhous,17871
17872,Wanderer,17872
17873,Seale Ballenger,17873
17874,A.J. Orde,17874
17875,Simona Hill,17875
17876,Robert G. Phelps,17876
17877,Robert Gandy,17877
17878,Mark Bryan,17878
17879,Charles H. Paraquin,17879
17880,E. Richard Churchill,17880
17881,LYNDA S. ROBINSON,17881
17882,Deirdre McQuillan,17882
17883,Max Apple,17883
17884,J. P. Morrissey,17884
17885,William Egan Colby,17885
17886,Andris Kurins,17886
17887,Bazhe,17887
17888,David Lindley,17888
17889,Barry Evetts,17889
17890,David C. Smith,17890
17891,Editors of the New Republic,17891
17892,Robert Klitgaard,17892
17893,Coville,17893
17894,Sharon G. Flake,17894
17895,Marilyn Harris,17895
17896,Yvonne Adamson,17896
17897,Robin Pulver,17897
17898,Jana Hensel,17898
17899,Bill McNeil,17899
17900,H. S. Thompson,17900
17901,Susan J. Wolfe,17901
17902,Nayland Blake,17902
17903,Ruth Van Waerebeek-Gonzalez,17903
17904,Alice L. Waters,17904
17905,Steven Weisenburger,17905
17906,Alfredo Roces,17906
17907,David Stafford,17907
17908,Richard Fine,17908
17909,Sharon Sloan Fiffer,17909
17910,Sharon O'Connor,17910
17911,Phyllis A. Balch,17911
17912,Mario Batali,17912
17913,Bade Jackson,17913
17914,Yamuna Devi,17914
17915,SEBASTIAN DE GRAZIA,17915
17916,John Ridley,17916
17917,Helen Kim,17917
17918,Rosario Ferre,17918
17919,Jerry Bauck,17919
17920,Morris Gleitzman,17920
17921,Wentworth,17921
17922,Alexander Besher,17922
17923,Jack B. Du Brul,17923
17924,M. Angels PuigbÃ²,17924
17925,Josep Pastells,17925
17926,Joan Manel Bueno,17926
17927,John Kessel,17927
17928,Elissa Schappell,17928
17929,Jacinto Verdaguer,17929
17930,Francesc Trabal,17930
17931,Fernando Garcia de Cortazar,17931
17932,Paco LÃ³pez Diago,17932
17933,Olaf Kirch,17933
17934,Charlene LaBelle,17934
17935,Joan Bauer,17935
17936,Casey Kait,17936
17937,Charles Ghigna,17937
17938,Penn Williamson,17938
17939,Burton Silver,17939
17940,Nan Geller,17940
17941,Patrick M. Morley,17941
17942,Virginia Nichols  Quinn,17942
17943,Joseph Peter Simini,17943
17944,Benvenuto Cellini,17944
17945,Mary Walton,17945
17946,Gary Warren Aldrich,17946
17947,Joseph Walker,17947
17948,Victor,17948
17949,Jean Wilson,17949
17950,Debra Mullins,17950
17951,Winifred Conkling,17951
17952,DIRK VAN SUSTEREN,17952
17953,James R. Giles,17953
17954,Chuck Zerby,17954
17955,Jooao Paulo de Almeid Magalhhaes,17955
17956,David R. Williams,17956
17957,Marilyn Dorn Staats,17957
17958,Jacqueline Jill Robinson,17958
17959,Hebbel,17959
17960,Martina Mettner,17960
17961,Arne Tangherlini,17961
17962,Carl Zuckmayer,17962
17963,Wolfgang DÃ¤rr,17963
17964,Christoph Hennig,17964
17965,Meyrink,17965
17966,Hauptman,17966
17967,Daniel Goeudevert,17967
17968,Gunter Grass,17968
17969,Eco,17969
17970,Michal Snunit,17970
17971,Klaus Goldmann,17971
17972,Evan Green,17972
17973,Leonie Bach,17973
17974,Ludwig Marcuse,17974
17975,Catherine Salton,17975
17976,Sergio Bambaren,17976
17977,Peter Gaymann,17977
17978,Ernst Kreuder,17978
17979,Ursa Krattiger,17979
17980,David Mason,17980
17981,Shani Mootoo,17981
17982,Thea Dorn,17982
17983,Friedemann Schulz von Thun,17983
17984,Guido Knopp,17984
17985,Hans Stempel,17985
17986,Lotte Betke,17986
17987,Hartling,17987
17988,Hartlinger,17988
17989,Brian Fradet,17989
17990,Angelika Walk,17990
17991,Sara Ball,17991
17992,Fleischmann,17992
17993,Kari KÃ?Â¶ster-LÃ?Â¶sche,17993
17994,HansjÃ?Â¶rg Betschart,17994
17995,Bernardo J. Carducci,17995
17996,Ildiko Von Kurthy,17996
17997,Winfried G. Sebald,17997
17998,Rachid Boudjedra,17998
17999,Louis de Bernieres,17999
18000,Dieter Wartenweiler,18000
18001,Juri Rytcheu,18001
18002,GÃ?Â¼nter Freitag,18002
18003,Sibilla Aleramo,18003
18004,Heinz SchÃ?Â¤fer,18004
18005,John LeCarre,18005
18006,John F. Case,18006
18007,Asta Scheib,18007
18008,Christopher S Hagen,18008
18009,Egbert Osterwald,18009
18010,Edith Kliez,18010
18011,Joan Grant,18011
18012,Gunhild Grimm,18012
18013,Heinz-Eugen Schramm,18013
18014,Esther Averill,18014
18015,Gaius Julius Caesar,18015
18016,Hornschuh,18016
18017,Franz Rieger,18017
18018,Hans JÃ¼rgen Brandt,18018
18019,Myron Levoy,18019
18020,Sally Brampton,18020
18021,Luis Ripoll,18021
18022,Roland Green,18022
18023,David Masiel,18023
18024,Mario Tobino,18024
18025,Dacia Maraini,18025
18026,N Evans,18026
18027,Dario Fo,18027
18028,Marcello Jori,18028
18029,Ken Alibek,18029
18030,Alexander Dolgun,18030
18031,Leland Gregory,18031
18032,William A. Covino,18032
18033,"George, Jr. Lardner",18033
18034,Claire Walter,18034
18035,Pedro PaixÃ£o,18035
18036,Rick Moody,18036
18037,Richard Frede,18037
18038,Joyce Haber,18038
18039,Evelyn Scott,18039
18040,M. J. Morrissette,18040
18041,Paul Allen Carter,18041
18042,Don Breithaupt,18042
18043,Steve Uhler,18043
18044,John T. Molloy,18044
18045,"Betty Jane and MacFarlane, Lynne Wylie",18045
18046,Joe Griffith,18046
18047,Raymond M. Smullyan,18047
18048,Michael Nava,18048
18049,DENNIS MILLER,18049
18050,Susan Jenkins,18050
18051,Andy Schell,18051
18052,Danny Miller,18052
18053,Joseph Steffan,18053
18054,Timothy R. Roberts,18054
18055,Eileen Connolly,18055
18056,Time-Life,18056
18057,Colin Thubron,18057
18058,Brendan Lehane,18058
18059,Kevin Elyot,18059
18060,Jeffrey C. Dillow,18060
18061,Charles Givens,18061
18062,Charles Wolfe,18062
18063,Ronald Wartow,18063
18064,Dave Del Dotto,18064
18065,Mike Mayo,18065
18066,Ann Keeler Evans,18066
18067,Ann Moore,18067
18068,Ronald Aberdeen Anderson,18068
18069,Eric Lloyd Wright,18069
18070,Publications International Ltd,18070
18071,Lew Wallace,18071
18072,Mary R.  Shefferman,18072
18073,Barbara Nickolae,18073
18074,Eastman Kodak Company Staff,18074
18075,Carl J Pfeifer,18075
18076,Kodak Editors,18076
18077,William Murray,18077
18078,Jerry Capeci,18078
18079,Richard Cavendish,18079
18080,Lynda S. Robinson,18080
18081,Elizabeth Stone,18081
18082,Helen Kennedy,18082
18083,Edith Holden,18083
18084,Bamber Gascoigne,18084
18085,Barbara Gibson,18085
18086,Alan Furst,18086
18087,James. Blish,18087
18088,David Kundtz,18088
18089,Delsa Winer,18089
18090,Katie Singer,18090
18091,Marjorie Reynolds,18091
18092,Laura Catherine Brown,18092
18093,Alison McGhee,18093
18094,Eddie Little,18094
18095,Susan Merrell,18095
18096,David Yount,18096
18097,Margaret A. Salinger,18097
18098,Jacques Pepin,18098
18099,WILLIAM WEAVER,18099
18100,K.T. Anders,18100
18101,"James F., Md. Balch",18101
18102,Sunny Baker,18102
18103,Debra E. Meyerson,18103
18104,Evelyn Palfrey,18104
18105,Barbara Grizzuti Harrison,18105
18106,Barry Eisler,18106
18107,Raymond Aaron,18107
18108,Nicole Foster,18108
18109,Christopher Matthew,18109
18110,Sandy Boucher,18110
18111,Sarah Stonich,18111
18112,Carren Strock,18112
18113,Deborah Abbott,18113
18114,Douglas Kelley,18114
18115,Mary Jane Salk,18115
18116,Deirdr Purcell,18116
18117,Iris R. Dart,18117
18118,Ying Hong,18118
18119,Laurie Lico Albanese,18119
18120,John Baxter,18120
18121,Raffaella Barker,18121
18122,John Phillip Santos,18122
18123,Junichiro Tanizaki,18123
18124,Elin Hilderbrand,18124
18125,Abigail Thomas,18125
18126,Martin Yan,18126
18127,J.D. Landis,18127
18128,Timothy Reed,18128
18129,Jacqueline de Soignee,18129
18130,Hanna Al-Shaykh,18130
18131,Steve Szilagyi,18131
18132,Cindy Weigand,18132
18133,GRAHAM HANCOCK,18133
18134,Tracey Stewart,18134
18135,Thom Leonard,18135
18136,Deborah Schupack,18136
18137,Nancy Price,18137
18138,June Park,18138
18139,Phil Kuntz,18139
18140,JENNIFER VANDERBES,18140
18141,Jae-Ha Kim,18141
18142,Annie Waters,18142
18143,Deborah Iida,18143
18144,Mo Yan,18144
18145,Florence Sakade,18145
18146,Dennis McFarland,18146
18147,Ildiko von KÃ?Â¼rthy,18147
18148,Brenda Ray,18148
18149,Charles Todd,18149
18150,John Bierman,18150
18151,Vivian Knight-Jenkins,18151
18152,Madeleine Lengle,18152
18153,Lowry Pei,18153
18154,Rick Atkinson,18154
18155,Austin Wright,18155
18156,Sheila Ellison,18156
18157,Kevin Hogan,18157
18158,Walter Keady,18158
18159,Dee Holmes,18159
18160,BARBARA SAMUEL,18160
18161,Megan Chance,18161
18162,Helen Kirkman,18162
18163,Teresa Brouwer,18163
18164,Roberto Benigni,18164
18165,Wolfgang Hars,18165
18166,LINDA ROGHAAR,18166
18167,Ashley Gardner,18167
18168,Matt Witten,18168
18169,John Sanford,18169
18170,Alberto Manguel,18170
18171,Rafi Zabor,18171
18172,Dan Chaon,18172
18173,Doug Ruby,18173
18174,Bea Happy,18174
18175,Stephen A. Bly,18175
18176,Gerald Celente,18176
18177,Bernard N Mariano,18177
18178,Rita Busch,18178
18179,Steve Silverman,18179
18180,Nora Hess,18180
18181,Christine Dorsey,18181
18182,Nina Bruhns,18182
18183,Beatrice Small,18183
18184,Stephen Humphries,18184
18185,Brian,18185
18186,Poldy Bird,18186
18187,William MacQuitty,18187
18188,Eric Santoni,18188
18189,Jo Nesboe,18189
18190,Charles Carillo,18190
18191,Greg Hollingshead,18191
18192,Kracht,18192
18193,Jess Jochimsen,18193
18194,Annette MeyhÃ?Â¶fer,18194
18195,Anna-Karin Palm,18195
18196,Benjamin Lebert,18196
18197,Paul LÃ?Â¶winger,18197
18198,Joel Egloff,18198
18199,Winfried KÃ?Â¶sters,18199
18200,Irmela Wiemann,18200
18201,"Paul, Dr. Meier",18201
18202,Tanya Anne Crosby,18202
18203,Joan Monroe,18203
18204,Hank Searles,18204
18205,Gavin Young,18205
18206,Ronald Throop,18206
18207,Ron Throop,18207
18208,Patrick F. McManus,18208
18209,Patrick F Mcmanus,18209
18210,Patrick R. McManus,18210
18211,Joan Skogan,18211
18212,Magazine Outside,18212
18213,Starkell,18213
18214,Brenda Silsbe,18214
18215,Jane Waterhouse,18215
18216,Brady Fotheringham,18216
18217,Dalma Heyn,18217
18218,James Conaway,18218
18219,Susan Plunkett,18219
18220,Veda Boyd Jones,18220
18221,William Gill,18221
18222,John Collee,18222
18223,Steven Martin,18223
18224,William Hjortsberg,18224
18225,Patricia Rae,18225
18226,Richard Sears,18226
18227,Susan Berman,18227
18228,David A. Carter,18228
18229,Charles Schulz,18229
18230,Elizabeth Hall,18230
18231,Samantha Berger,18231
18232,Holling C. Holling,18232
18233,R. W. Alley,18233
18234,Susan Canizares,18234
18235,Patty Rutland Mullins,18235
18236,Kathleen Kain,18236
18237,Bernice Rappoport,18237
18238,JIM THOMAS,18238
18239,Ray Sipherd,18239
18240,Linda Cress Dowdy,18240
18241,Vincent Serventy,18241
18242,Liza Alexander,18242
18243,Rose Wyler,18243
18244,Sharon Lerner,18244
18245,Ruth Thomson,18245
18246,Mary McKenna Siddals,18246
18247,David Webster,18247
18248,Tish Sommers,18248
18249,Ann Dixon,18249
18250,Donald Thurber,18250
18251,Blues Clues,18251
18252,Barbara Bulmer-Thomas,18252
18253,Amy Hutchings,18253
18254,Jane Dallinger,18254
18255,Felice Haus,18255
18256,A. M. Monson,18256
18257,Ellen B. Senisi,18257
18258,James Levin,18258
18259,Jamie Lee Curtis,18259
18260,RON MILLER,18260
18261,Mary Harding,18261
18262,Karen Schmidt,18262
18263,Steven Kellogg,18263
18264,Susan Korman,18264
18265,Jez Alborough,18265
18266,P. K. Hallinan,18266
18267,Lori Reiser,18267
18268,Little Golden Book,18268
18269,Syd Hoff,18269
18270,"Albert G., Miller",18270
18271,Peter Seymour,18271
18272,William Coleman,18272
18273,John Coborn,18273
18274,George Jonsen,18274
18275,Bob Terrio,18275
18276,Cynthia Benjamin,18276
18277,Robin Wasserman,18277
18278,Frances Hanna,18278
18279,Tedd Arnold,18279
18280,Elise Richards,18280
18281,R. A. Herman,18281
18282,Pamela Jane,18282
18283,Ann Morris,18283
18284,Berenstain,18284
18285,Rose Robart,18285
18286,Modern Publications,18286
18287,Patricia M. Scarry,18287
18288,Bruce Talkington,18288
18289,Twig C. George,18289
18290,Suzy Spafford,18290
18291,Mary Ann Fraser,18291
18292,Margaret Miller,18292
18293,Erik A. Bruun,18293
18294,CHRISTOPHER ANGELFISH,18294
18295,Judith Bauer Stamper,18295
18296,Milne A. A.,18296
18297,Shirley Neitzel,18297
18298,Brian Cassie,18298
18299,Elaine Epstein,18299
18300,Leslie McGuire,18300
18301,Barbara Gregorich,18301
18302,Judith Bauer,18302
18303,"Beatrix &amp; Atkinson, Allen Potter",18303
18304,Jan Pienkowski,18304
18305,Theo. Lesieg,18305
18306,Rita Walsh,18306
18307,John Burnham Schwartz,18307
18308,Andrew Slade,18308
18309,Llewellyn,18309
18310,Clyde Phillips,18310
18311,Ellen Sandbeck,18311
18312,Mollie Katzen,18312
18313,Sam Cook,18313
18314,Louise Collis,18314
18315,Martin Ebon,18315
18316,Ron Ellis,18316
18317,J.P. White,18317
18318,Chauncey C. Loomis,18318
18319,Paul Griss,18319
18320,Aruna Rao,18320
18321,Jack Hart,18321
18322,Lois Weis,18322
18323,Mary Kay Rummel,18323
18324,Michael Harner,18324
18325,Gary Chapman,18325
18326,Lee Carroll,18326
18327,Sandra Haldeman-Martz,18327
18328,Jim Cornfield,18328
18329,Kalton C. Lahue,18329
18330,Mike Stensvold,18330
18331,Ella P. Mitchell,18331
18332,Stephen Gorman,18332
18333,Sri Chinmoy,18333
18334,Bruce W. Helmer,18334
18335,Les Giblin,18335
18336,"Abbie F., Dr. Salny",18336
18337,T. J. Marino,18337
18338,Edward Frank Allen,18338
18339,Roger Conant,18339
18340,Geraldine A. Larkin,18340
18341,Michael Tierra,18341
18342,Donald H. Menzel,18342
18343,Outlet,18343
18344,Bruce Anderson,18344
18345,Dorothy Richardson,18345
18346,Fred Rosen,18346
18347,Maureen McCarthy Draper,18347
18348,Michael Driscoll,18348
18349,Ben Hogan,18349
18350,Holly Chamberlin,18350
18351,JENNIFER FALLON,18351
18352,Jamake Highwater,18352
18353,Robert Wegner,18353
18354,Elsie Worthington Cle Parsons,18354
18355,LUCIA ST CLAIR ROBSON,18355
18356,Robert J. Begiebing,18356
18357,Dwight Webster Longfellow,18357
18358,Ian McDonald,18358
18359,Lisanne Norman,18359
18360,Maureen F. McHugh,18360
18361,Robert Frezza,18361
18362,Linda Nagata,18362
18363,Deborah Wheeler,18363
18364,Flynn Connolly,18364
18365,Terry Dowling,18365
18366,Huong Duong Thu,18366
18367,Marina Benjamin,18367
18368,Jim Aikin,18368
18369,Richard Paul Russo,18369
18370,Sean Williams,18370
18371,J. Berendt,18371
18372,Bill Napier,18372
18373,Lawrence J. Greene,18373
18374,William Oncken,18374
18375,Chris Griscom,18375
18376,Richard Lewis,18376
18377,Helene Stapinski,18377
18378,"H. Norman, General Schwarzkopf",18378
18379,Diana Kappel-Smith,18379
18380,Max A. Collins,18380
18381,Editors of Sunset Books and Sunset Magazine,18381
18382,Arabella Boxer,18382
18383,Lesley Bremness,18383
18384,Jana Hauschild Lindberg,18384
18385,Penny Black,18385
18386,T. Raphael Simons,18386
18387,James A. Duke,18387
18388,GISH JEN,18388
18389,Matthew Richard Poole,18389
18390,Sophie Treadwell,18390
18391,James J. Mangan,18391
18392,Robert Pack,18392
18393,Eve K. Nichols,18393
18394,James D. Campbell,18394
18395,Peter H. Brown,18395
18396,Rick Marin,18396
18397,Barbara Novak,18397
18398,James Laurence,18398
18399,SIMON COWELL,18399
18400,Harvey Griffin,18400
18401,Jim Nelson,18401
18402,Dan  Verton,18402
18403,KATE CHRISTENSEN,18403
18404,Ronn Elmore,18404
18405,Jodi Jill,18405
18406,Richard H. Dickinson,18406
18407,Deanna Kizis,18407
18408,Lynne McTaggart,18408
18409,Peter O'Toole,18409
18410,Charlotte Lennox,18410
18411,John Henry Ballard,18411
18412,Michael Moncur,18412
18413,Committee to Elect the King,18413
18414,Bill Staton,18414
18415,Jennie Louise Frankel,18415
18416,Jonathan Valin,18416
18417,Nancy J. Sipes,18417
18418,Steven J. Bennett,18418
18419,Trish Kuffner,18419
18420,Judith Balaban Quine,18420
18421,Dennis Hensley,18421
18422,Leslie Dick,18422
18423,Duncan Bock,18423
18424,"Peter R., M.D. Breggin",18424
18425,S. Dale McLemore,18425
18426,Neil  Larry Shumsky,18426
18427,N. Shumsky,18427
18428,Harold Jaffe,18428
18429,Kathleen Huggins,18429
18430,GEORGE PLIMPTON,18430
18431,David Matlin,18431
18432,Wallace Terry,18432
18433,John Fox,18433
18434,Jim Provenzano,18434
18435,Willi Heinrich,18435
18436,Andy Riley,18436
18437,Patrick Kane,18437
18438,Robin Mitchell,18438
18439,Erynn Rowan Laurie,18439
18440,D. Wright,18440
18441,Andrew Frothingham,18441
18442,Richard A. Moskovitz M.D.,18442
18443,Whitney Chadwick,18443
18444,Random House Editors,18444
18445,Anthony De Mello,18445
18446,Jean-Paul Bruneteau,18446
18447,Flavia Weedn,18447
18448,FYODOR DOSTOEVSKY,18448
18449,Barbara Ras,18449
18450,Liz Jensen,18450
18451,Bernard Comrie,18451
18452,David Cruise,18452
18453,Paperblank Book Company,18453
18454,Jeffrey Tayler,18454
18455,Aman,18455
18456,National Geographic Society,18456
18457,Dave Durand,18457
18458,Ted Gouge,18458
18459,Nance Van Winckel,18459
18460,Cheri Laser,18460
18461,Lisbeth Zwerger,18461
18462,Edward D. Hoch,18462
18463,Fitzpatrick Jean Grasso,18463
18464,Andrew Revkin,18464
18465,Eric Harrison,18465
18466,Azzopardi Trezza,18466
18467,Jan Arriens,18467
18468,Bob Schwartz,18468
18469,"Bob, Dr Schwartz",18469
18470,Bob Geldof,18470
18471,Ende,18471
18472,Paolo Villaggio,18472
18473,Goffredo Parise,18473
18474,Jane R. Hirschmann,18474
18475,ALEXIS DE TOCQUEVILLE,18475
18476,JOSEPH J. ELLIS,18476
18477,Deirdre N. McCloskey,18477
18478,MARIO LIVIO,18478
18479,Tod Goldberg,18479
18480,Michael Biehl,18480
18481,Harriet Ziskin,18481
18482,John Rigby Hale,18482
18483,Tobias Hill,18483
18484,Gloria Skurzynski,18484
18485,Oprah Winfrey,18485
18486,Jeremy Brown,18486
